gene	logFC	padj
NUP153	-0.03898123	0.711430738
EEF1E1	-0.241986649	0.034909136
RAB17	0.170381895	0.21146147
CXCL6	-1.707126067	0.023394296
EREG	-1.276093091	0.000482885
AHNAK	0.029340919	0.90436598
EMC3	0.190252743	0.023834477
SSUH2	-0.34086506	0.641825804
SH3TC1	0.470898551	0.056542293
BBS2	0.074982632	0.622505267
MT1G	-0.023981462	0.974144208
MT2A	-0.665171659	0.069163233
C16orf70	0.260783121	0.023161213
GOT2	-0.18424873	0.0078695
DOK4	0.805252337	0.001510717
PIWIL1	-1.532951787	0.086162546
CLYBL	0.86649762	0.019960062
TMTC4	0.615973149	0.002009513
RAP2A	-0.146488862	0.040291054
ABCC4	0.771600247	0.003772952
EFNB2	-0.680377485	0.00363374
TM9SF2	0.511924854	0.000101062
HROB	-0.365895572	0.025579171
UPF3B	-0.307129204	0.017390535
RNF113A	0.069187174	0.650535571
SEPTIN6	0.008521324	0.970444916
TMEM255A	-0.089427225	0.96554387
NDUFA1	-0.045107486	0.863284676
DMAC2L	-0.066322987	0.539012395
BMP4	-0.107446792	0.825606465
PTGER2	-0.147378776	0.821827286
FAM193A	0.105376221	0.145632148
GRK4	-0.41896189	0.06818275
HS3ST3B1	-0.776558371	0.224361639
SLC25A35	-0.080419086	0.685232723
MRPS7	-0.062017435	0.261396059
GGA3	-0.129143467	0.064120737
ARMC7	0.255645611	0.020256629
NUP85	-0.261578081	0.021527613
SLC25A19	-0.566926368	0.006581362
MIF4GD	-0.288722394	0.035809387
NT5C	-0.30791221	0.006009053
MSTO1	-0.2441748	0.004615772
GTF3C4	0.018097972	0.869963799
DDX31	-0.11222183	0.313173941
PPP1R12C	0.000489813	0.996030118
MBOAT7	0.238163035	0.015593549
SRMS	-0.257851488	0.854098008
OPRL1	0.303204611	0.399127105
FNDC11	0.071784757	0.902453919
PPDPF	0.380695191	0.004021318
IL1B	-0.00799973	0.994001695
CHCHD5	-0.243292018	0.223960155
INSIG2	-0.114394047	0.319507481
POLR1B	-0.171994561	0.081014669
CCDC93	-0.162594974	0.019319728
PSD4	0.484860283	0.006390528
SLC25A23	0.672822772	0.000156189
PSPN	0.259307021	0.339013285
ALKBH7	0.467051678	0.004372191
CLPP	0.620142914	0.000337748
TNFSF9	0.116401772	0.633727059
THOC2	0.061801681	0.464419692
RPL23	-0.208592588	0.118869128
ATG4C	-0.228982604	0.036659498
CD70	0.500262822	0.574582496
C3	0.34631741	0.538745454
SH2D3A	-1.004258171	0.138267234
TRIP10	-0.048910884	0.774349849
GPR108	0.25711184	0.01198834
OPA3	0.354321749	0.001453928
SNRPD2	-0.11279525	0.401800997
RTN2	0.953743933	0.007177811
EML2	0.047262886	0.74939322
VASP	-0.222790838	0.047656848
SYMPK	0.10150136	0.19906806
GPCPD1	-0.347879459	0.042426936
SDCBP2	-0.259349053	0.439408358
PANK2	-0.142368292	0.085287474
NAPB	-0.64447438	0.001542441
PSMF1	-0.034150844	0.650535571
DTD1	-0.255118667	0.01130951
TMX4	-0.018450134	0.896035467
STK35	0.463540799	0.0001837
SNRPB	-0.247037657	0.022376391
NRSN2	0.294812377	0.001667091
AP5S1	0.020258004	0.894258131
RRBP1	0.059728525	0.504131145
BMP2	0.038213902	0.978880872
FLRT3	-1.07938451	0.223670139
PCSK2	-0.350224334	0.763090746
MKKS	-0.15862686	0.227600477
BFSP1	-0.002001164	0.992940058
DSTN	-0.099325396	0.112694759
LAMP5	0.861752603	0.702943125
SNRPB2	-0.594657977	0.000395204
MGME1	-0.42432834	0.00080334
LRRN4	-0.329235781	0.671767863
TBC1D20	-0.108202998	0.382287261
ITPA	-0.31688779	0.000756754
MCM8	-0.490721849	0.001300088
TMEM74B	0.735834071	0.284903534
FAM110A	-0.146840773	0.295277706
MRPS26	-0.079182531	0.343457787
NCLN	0.208018522	0.048178936
HNRNPR	-0.109434042	0.234498372
ARMCX5	0.060688412	0.642468146
MMP24	1.000033565	0.063777508
NECAB3	0.568650406	0.009532715
DYNLRB1	-0.178615443	0.182313753
EIF2S2	-0.287172224	0.061288219
ERGIC3	0.222232432	0.001527652
ROMO1	-0.11060865	0.745398153
BPIFB1	0.430219986	0.688433559
CEP250	-0.237931402	0.040964992
MMP24OS	0.008266651	0.940619755
GRPR	-2.250839342	0.069171021
AMOT	0.003478811	0.993891655
TMEM115	0.816640284	9.59E-05
PSMB2	-0.290738972	0.000464857
AGO3	-0.104388081	0.218750171
UROD	-0.070715892	0.336668778
ST3GAL3	0.076954584	0.656627272
TMEM53	0.430910558	0.003203735
HECTD3	-0.425439426	0.001297837
KLC1	-0.15480306	0.067563162
XRCC3	-0.422387317	0.000755369
TUBGCP3	-0.378615153	0.002003136
MCF2L	0.904121536	0.001483528
F10	0.467912481	0.710101033
PCID2	-0.338807695	0.005533011
LRFN3	0.654020495	0.001419289
IGFLR1	-0.203873036	0.567578827
CAPNS1	0.522677021	0.000443142
PDCD2L	-0.227527726	0.042654019
RBM42	-0.057420356	0.608746511
KIRREL2	0.812348611	0.03480994
UBA2	-0.355868924	0.000432751
COX6B1	-0.082871949	0.610049157
FRMD8	0.123533657	0.320640306
BCL2L12	-0.408057013	0.006294354
RRAS	0.245877149	0.161344004
PRRG2	0.225672413	0.327045744
SCAF1	0.213294009	0.034726791
PRR12	0.326120961	0.00446034
FLRT1	-0.248559145	0.729914635
ASL	-0.172319818	0.127597599
SBDS	-0.305235889	0.00056214
HTN1	-0.954596721	0.355207137
WNK4	-0.509559815	0.143843518
BECN1	0.103241138	0.327077909
PRKCG	0.027082211	0.961745845
TRAP1	-0.236893327	0.006260876
NSRP1	-0.136574473	0.147613932
DNAJC8	-0.092908594	0.208869952
AHDC1	0.520012886	0.001079185
IFI6	0.896519955	0.04543112
EMG1	-0.4612081	0.000175992
TIMM17B	0.884926008	4.10E-05
PCNX4	-1.478041861	1.45E-05
ATG14	0.190714278	0.058490753
KTN1	-0.149118394	0.06332301
RHOJ	0.856551903	0.620511033
DLGAP5	-0.385383008	0.016146312
L3HYPDH	0.059064122	0.855176945
HSPA2	0.085597969	0.613181899
TRMT5	-0.015177006	0.912372572
SGPP1	-0.276800375	0.094894447
PLEKHG3	0.324867497	0.081889072
RHOT1	-0.471491912	0.001115643
DYNC2I1	0.23915604	0.064873912
AIF1L	0.567541295	0.013633904
FAM78A	0.21402864	0.526384693
NUP214	0.049229355	0.517743195
AVPR2	0.684725338	0.454643478
SLC10A3	0.050868023	0.679439652
MAP2K2	0.170063164	0.091594096
HNRNPH2	-0.001542166	0.984637914
ARMCX1	0.127124618	0.878379475
TIMM8A	-0.273494943	0.028232127
ZC4H2	-0.420747495	0.453137834
CANX	0.255254799	0.025631647
INTS11	-0.083539343	0.345635904
IPPK	-0.28678941	0.003990033
FGD3	0.512516734	0.044810958
PPCS	0.057888501	0.447162987
EDN2	1.797731078	0.108823712
COX7C	-0.04605767	0.815698986
TRAF2	-0.229430404	0.010323127
ABHD8	0.47681151	0.037069542
PLAAT1	-0.849263659	0.187086584
HELB	-0.141940014	0.414460943
RAP1B	-1.612905426	1.02E-05
TSPAN8	-1.536064412	0.164049834
BEST3	-1.79662855	0.074215893
RAB3IP	-0.451623611	0.017904279
PTPRB	-0.59012483	0.212594331
DYRK2	0.656982104	0.000291628
LRRC61	0.160942019	0.742440207
IDUA	0.355487866	0.032895427
FGFRL1	0.497451877	0.011934183
TMEM175	0.318522384	0.019613781
AUNIP	-0.286833903	0.069966198
FBXL12	-0.014528097	0.907783299
EMC1	-0.172513365	0.071172717
UBR4	-0.083885241	0.447163374
HP1BP3	-0.187609282	0.015618723
ADGRE2	-0.083925102	0.897876237
SLC35E1	0.466846195	0.001571575
EPS15L1	-0.054041216	0.534603873
F2RL3	0.699833733	0.688433559
UQCR11	-0.071378766	0.772286052
GFER	0.104563484	0.440520086
SYNGR3	1.154627261	0.014310642
PKMYT1	-0.262328238	0.025187704
WFIKKN1	0.273302134	0.639885799
WDR24	0.162476293	0.11053254
FBXL16	0.770188599	0.006390528
CHTF18	-0.266023667	0.025320071
GNG13	-0.319335146	0.788929152
MACF1	-0.296531365	0.025708937
TICAM1	0.083590982	0.476813292
METTL25	0.585081049	0.011751287
EMC6	-0.013220948	0.915059926
METTL16	1.093540435	7.80E-05
TUBA4A	-0.339094616	0.377330078
VIL1	-0.299779418	0.221568897
AAMP	0.006157805	0.914915115
PNKD	0.428404779	0.011021718
TNFRSF19	-0.725038588	0.366742757
ECHS1	0.096093071	0.290437078
AKAP9	0.099491242	0.406369639
GNG11	-0.683423804	0.517937509
SEM1	-0.250152362	0.093467052
GNGT1	0.581437528	0.486196623
HIP1	0.416056623	0.101260669
PTPN12	-0.246835731	0.012945997
POR	0.543423659	0.000651535
STYXL1	-0.159750974	0.113248327
STEAP4	-0.33082823	0.72014329
GNAI1	-0.143954747	0.756605629
PEX1	-0.171982917	0.024133875
MTERF1	-0.010601227	0.940487007
SGCE	-0.148644735	0.79149535
RBM48	0.151090837	0.258742671
CASD1	-0.043522769	0.75698291
LRFN1	1.454780192	0.004518171
ZFP36	-0.380162732	0.049521276
SRD5A3	0.508928387	0.001607471
RASL11B	0.407853797	0.498614451
PAICS	-0.495333116	0.000566275
KDR	0.172683734	0.860538878
PPAT	-0.11331628	0.347419117
TUBGCP6	0.229991371	0.018715583
ADM2	-0.298614924	0.788550493
DGCR6L	0.08101618	0.476335931
DGCR8	0.000796771	0.995517047
ASPHD2	0.519908276	0.016864826
SDF2L1	0.286317486	0.183732071
GAL3ST1	0.477697676	0.445145707
YWHAH	0.750264272	0.000107328
GNAZ	1.356838483	0.060880341
MGAT3	1.18417457	0.019007621
ADORA2A	0.478823222	0.989250797
A4GALT	0.517059195	0.090004348
CDC42EP1	-0.166379155	0.378170729
APOL3	0.129209302	0.85465776
MCHR1	0.110416145	0.95113713
TPST2	0.259602817	0.028930235
BAIAP2L2	1.050216149	0.149543915
MPST	0.187408299	0.102712529
TST	0.456299365	0.005073693
APOL2	0.385604265	0.006779946
RAC2	-0.65602877	0.007020553
LIF	-0.709183923	0.003149187
C22orf23	0.401569513	0.271869442
APOBEC3A	0.682099849	0.675100164
APOBEC3F	0.053319052	0.859784078
RIBC2	-0.532457293	0.171915941
KRT17	0.871054722	0.197687461
EMC4	0.110307358	0.111801025
RNF112	-0.015371827	0.990236846
SPECC1	0.014253831	0.892674117
CPA4	-0.180602119	0.74522821
DOCK4	-0.659357393	0.030037225
POT1	-0.277233294	0.007850594
ATP6V1F	0.283343164	0.048289825
LSM8	-0.567558075	0.004092206
PRKRIP1	0.101573075	0.329168456
VGF	0.740102073	0.057048067
PODXL	0.089817606	0.506706845
STRIP2	0.05604208	0.796084706
IFT22	0.071051749	0.439642198
MKLN1	0.045867132	0.647367761
DNAJB9	0.279005345	0.114154474
FLNC	0.687011093	0.027365087
CALU	0.032473239	0.755181102
CCDC136	1.322676608	0.014365279
SMO	0.710448979	0.108489862
LRRC17	0.061609454	0.947446467
KLHDC10	0.070655363	0.503618138
NDUFA5	0.837184495	1.60E-05
MRPS12	0.121036344	0.189711897
MYO1B	-0.09656679	0.388285483
MTX2	-0.308509672	0.013133587
PDE11A	-0.784170701	0.486378113
CHN1	-0.496370256	0.000935947
GAD1	0.029064291	0.863284676
OSGEPL1	0.215308688	0.148903362
ORMDL1	-0.849477684	0.000100529
HERC2	0.127122553	0.148013743
SNRPN	0.107692924	0.865388928
PSMG2	-0.206931302	0.003266737
TWSG1	0.122382787	0.235670691
ARHGAP22	-0.309106978	0.596889302
EIF2AK4	-0.317724361	0.000963464
MYO5C	-0.501553147	0.499876112
CGNL1	-0.556300787	0.217759095
TMOD2	0.796479062	0.013130142
TTBK2	-0.075572223	0.552862229
CCDC32	-0.081346709	0.54773376
DLL4	-0.696053148	0.331722742
ALDH1A2	-0.193827992	0.871183997
MINDY2	0.010555343	0.952233475
IVD	0.035281229	0.704654578
KNSTRN	-0.644991206	0.000687172
DUT	-0.406599424	0.003407783
CHAC1	-0.536654177	0.167280062
CLN6	-0.087768754	0.216501671
ARPP19	-0.241983622	0.013261223
VPS13C	0.226726772	0.01169649
CALML4	0.002155949	0.995760808
ISLR	1.801464145	0.015971806
LOXL1	0.662741228	0.23656064
ANAPC13	-0.058701712	0.462428772
COPB1	0.018081662	0.792607144
PSMA1	-0.403955351	3.31E-05
SUMF2	0.096674861	0.3034211
PALLD	-0.070273086	0.717944053
SPCS3	-0.207834647	0.001202486
SERGEF	0.190394163	0.058574792
KCNC1	1.520322294	0.071077662
TPH1	-1.228598526	0.196493352
DCTD	-0.071315476	0.245178511
PIMREG	-0.322541978	0.11759041
RPAIN	-0.127874096	0.301993783
USP6	0.103681393	0.883323449
SHBG	0.105378855	0.930288731
PLD2	0.378660182	0.007340329
CD68	-0.108691446	0.801180376
TXNDC17	-0.124808127	0.54582079
ATP1B2	-0.061883673	0.96835828
FXR2	-0.269992965	0.672207987
KIF1C	-0.022454474	0.803912176
MPDU1	0.230124237	0.498067091
PHF20L1	0.078750711	0.22525985
LRRC6	0.732822199	0.3295496
PUS7L	0.108658411	0.486350682
KRI1	0.063369574	0.588166172
ILF3	0.507167236	0.000211987
SLC44A2	0.500468195	0.002506009
AP1M2	-0.475807002	0.465828009
CDKN2D	-0.359060212	0.119751042
MTUS1	0.71505912	0.010914461
KLK10	-0.125700889	0.698869281
KLK8	0.530775425	0.006497575
NGDN	-0.098289072	0.490786106
RAB2B	-0.192799753	0.043452165
BCL2L2	-0.121731799	0.049154422
DTD2	-0.254784032	0.008140184
PARP2	-0.439550547	0.000999083
HEATR5A	-0.075538718	0.439541023
EGLN3	0.297541652	0.209219621
RNASE1	-0.058029432	0.975058429
DAD1	0.079939474	0.382620066
TEP1	-0.074310161	0.475759784
EPB41L4A	-0.219391193	0.790349688
REEP5	0.106739036	0.116724021
ITFG1	0.082967791	0.338299007
QRICH2	0.150533789	0.933305597
SEC14L1	-0.041080619	0.766299219
RHBDF2	0.37864317	0.013952871
ARHGEF6	0.670659006	0.378925793
MAP7D3	-0.371285243	0.010782964
FGF13	-0.052332261	0.907991385
TTI2	-0.075227898	0.516863588
CHRNA10	0.084399539	0.8950961
SGO1	-0.487610333	0.014523192
CDH15	1.087668448	0.313112103
PGAP6	0.190779275	0.02814342
DOHH	-0.073320058	0.404364588
MAU2	0.449342646	0.000387131
SHC2	0.977398244	0.056702146
PLPPR3	0.565553906	0.21955656
ABHD17A	0.271875883	0.155592563
SYT5	1.403560106	0.037026798
TNNI3	0.503485497	0.538745454
GAMT	0.6990684	0.011120337
PUDP	-0.238044321	0.00338862
ERMARD	0.99397963	0.000512539
CRACR2A	0.009580253	0.981303474
NXNL2	0.143377504	0.729914635
STARD8	0.129866154	0.678251898
FAM155B	0.865717363	0.037097262
SAT1	-0.199653021	0.350158874
GNL3L	-0.151320962	0.061319198
SH3BP4	0.12947489	0.361004451
MOSPD2	-0.120037999	0.181292439
DOCK6	0.420813269	0.002088692
ECSIT	0.467795596	0.012918477
LDLR	-0.472954116	0.001517579
PRKCSH	0.264123618	0.011390361
CDC16	-0.241523926	0.006032848
THEM6	0.312224155	0.033669182
NECTIN2	0.321589707	0.006593386
APOE	0.202502758	0.766299219
TOMM40	-0.30590563	0.006202564
APOC1	0.10158035	0.669588653
GADD45G	0.030317653	0.947804253
XPO7	-0.288983061	0.000679446
ACE2	1.010196927	0.128979169
FAM98C	0.376855161	0.040886753
RPL36	-0.213658272	0.334767767
ATP8B3	0.016430352	0.950581654
GDF1	0.568982201	0.846915973
KIF1A	0.32069572	0.196332263
GTPBP3	-0.090877986	0.372601613
BST2	0.868602457	0.021225582
SLC27A1	0.676388415	0.01172718
NSUN5	-0.312018329	0.018144161
COLGALT1	0.047281954	0.758363092
DDA1	-0.008660753	0.941833729
MRPL34	0.212100327	0.074389981
PGLS	0.137562521	0.2396599
LSM7	0.551014123	0.019807134
SNX9	-0.396113669	0.001242635
RTN4IP1	-0.067571735	0.67506093
QRSL1	0.105361194	0.236728213
MTRES1	0.196957631	0.190968617
RSPH3	0.076741645	0.573346815
AFDN	0.082600233	0.112816183
STK33	-1.037156269	0.104052682
NDUFA10	0.144397982	0.025624973
ARPC1B	0.02645171	0.758856802
CACNG6	0.330948683	0.568974993
ZSWIM6	-0.277293145	0.01294569
FCHO1	1.083452497	0.187473796
UNC13A	1.416060888	0.078757763
MAP1S	0.343655604	0.010646475
KLHDC7B	0.547556664	0.28396641
PXDN	-0.293685133	0.673134951
SSBP4	0.27637013	0.013991509
GDF15	-0.085147826	0.924900436
PGPEP1	0.438119504	0.003054349
IQCN	-0.010951284	0.983532643
LSM4	-0.186464603	0.06209305
TRPM4	0.621529211	0.000614219
SULT4A1	-0.212891696	0.892181919
CRB3	0.063363566	0.808296893
OLFM1	-0.423372797	0.663550592
CAMSAP1	-0.251535541	0.007538083
UBAC1	-0.072998367	0.355207137
SAMD10	-0.075586903	0.716595814
LSP1	-0.471080802	0.700809968
COL5A1	0.920542306	0.075614353
ATXN10	0.028669102	0.7163664
TUBGCP2	0.235624618	0.004036343
CALY	0.498229421	0.95059211
CYP2E1	1.291188364	0.032518058
PNPLA7	0.662573075	0.20852526
PAK4	-0.146226785	0.312533612
CEP85	-0.455218374	0.000521832
RBBP8NL	1.360897995	0.125570776
LAMA5	0.788385192	0.008651107
OSBPL2	0.188917671	0.009105621
ADRM1	-0.214549364	0.006522417
ASS1	0.728461433	0.001199031
EXOSC2	-0.199135139	0.070548081
POMT1	0.497621928	0.005073693
UCK1	1.133038585	0.000118658
FIBCD1	0.541158068	0.226635712
CHMP2A	0.176468073	0.087265408
UBE2M	0.026331192	0.880481769
METTL26	0.143616716	0.387180133
YIPF2	-0.028218585	0.834976949
ATG4D	0.407620856	0.001300088
EIF2S3	0.242463283	0.030294734
TMEM160	0.082935524	0.676079793
ZC3H4	0.160810382	0.035773809
MAP3K10	0.023055463	0.819768058
ARHGEF16	0.094123918	0.41399154
LRRC47	-0.070137128	0.357185196
SESN2	-0.065384673	0.759261738
SMPDL3B	-0.070480227	0.762627693
ATP5IF1	-0.134402372	0.541245453
THEMIS2	1.124708781	0.000268188
CLIP1	-0.296609931	0.007294014
HIP1R	0.025552943	0.817101096
PPAN	-0.244933566	0.02621179
EIF3G	-0.123529789	0.149983871
ANGPTL6	0.326163706	0.608476708
SHFL	0.588103443	0.021278586
SLC6A8	0.557052901	0.009109714
DKC1	-0.579946682	0.000220829
PLXNA3	0.513550491	0.018194926
DUSP9	1.098378402	0.005046477
MPP1	0.328267768	0.172855169
SLC7A10	0.909874381	0.634189743
LRP3	0.667953328	0.113270188
C12orf65	0.10057753	0.436126756
UBE4B	-0.159158223	0.103723767
PKDREJ	-0.261764739	0.770116864
SLC35D2	-0.421777525	0.002951842
PRRG1	0.123963591	0.31246919
UBA1	-0.03547288	0.599492648
RGN	-0.229325409	0.83589337
POLN	0.914010521	0.015258626
PPIL4	-0.214430829	0.013015207
ULBP2	-0.090308994	0.829029872
AKAP12	-0.747176279	0.004792559
SYNE1	-0.954117765	0.26852631
ULBP3	0.124510484	0.57223104
LATS1	0.371230147	0.012571934
EPS8L1	-0.37342913	0.769541978
AAR2	0.002267105	0.982821342
BPIFA2	-0.569681128	0.751284469
GGT7	0.370562106	0.007041756
ACSS2	0.547202817	0.002799062
ARHGEF9	0.339060163	0.003396779
C1QL1	0.698429466	0.093059448
GFAP	0.489608578	0.578277734
ATP6V1E1	0.023837224	0.767547888
ZNF428	0.201037477	0.254285877
TEX101	0.604078348	0.53357351
COX4I1	0.045266738	0.790066953
EMC8	-0.182735036	0.042948854
GSE1	0.306689128	0.002878258
GINS2	-0.560001207	0.002006147
SH3BGRL	-0.220293809	0.685232723
COX7B	-0.008031345	0.973536325
F12	0.016859916	0.957170942
PRR7	0.043375193	0.868212108
IDO1	0.862043109	0.172473099
GJA9	0.031764055	0.958918795
CAP1	-0.238625526	0.003739672
PPT1	-0.279261453	0.001831838
RAB11FIP4	0.688560823	0.00011733
ABCB7	-0.265971781	0.009919789
TRAF3	-0.413907892	0.002911773
HAUS8	-0.422032797	0.02619377
MRPS25	-0.169627623	0.064392343
SH3BP5	-0.351407561	0.008359481
HACL1	-0.324492431	0.007739042
TBC1D5	-0.286778018	0.041083094
CAPN7	0.112464799	0.065232746
RFTN1	-1.081028004	0.041491404
RBSN	0.269433907	0.108885456
GALNT15	0.584406792	0.595875016
SLC6A6	0.239697712	0.240578746
KCNC3	0.923692882	0.002206283
NAPSA	0.276520464	0.751558449
LRRC4B	0.80511116	0.238546544
PDLIM4	0.182559996	0.834635321
KIF3A	-0.782415908	0.000145207
MGAT1	0.102344882	0.261782909
GFPT2	0.310614619	0.476813292
TUBG1	-0.126522615	0.331560591
PSME3	-0.317845573	0.004995091
RPL27	-0.14245297	0.402473117
PSMC3IP	-0.556264076	0.005380031
AOC3	-0.144509355	0.836409193
ACLY	0.089263681	0.406530746
VPS25	0.018301401	0.829777258
RAMP2	0.024073373	0.989250797
AOC2	-0.365584143	0.178136689
NDUFA2	0.033862093	0.865939862
ANKHD1	0.214625386	0.032515998
DIAPH1	-0.428127651	0.001719135
NDFIP1	0.170543264	0.017719939
UBE2D2	-0.164630969	0.077779657
EXOC4	0.532547047	0.001026316
ACAP3	0.146977033	0.189760592
C1orf159	0.153424651	0.166456721
ANO1	0.265803469	0.24993202
PPFIA1	-0.125225669	0.045242215
TMEM204	-0.291466034	0.943064543
KREMEN2	1.275533222	0.00050585
THOC6	-0.090421882	0.350847841
TRAF7	-0.046078264	0.599193334
NINJ1	0.471476713	0.010726664
CA6	0.367386644	0.826042109
NPHP4	-0.164448976	0.170469924
MAP1B	-0.346426975	0.13192844
IL13RA1	0.046214218	0.729914635
WDR44	-0.114284496	0.188675559
ZCCHC9	-0.726726123	6.67E-05
KRT34	-0.300403745	0.997399652
TNS4	-1.704513308	0.000518274
TOP2A	-0.376868718	0.014025671
STARD3	0.065748064	0.39780873
PPP1R1B	0.684724794	0.482429278
KHDRBS3	-0.680131797	0.031295084
PEX11B	0.02946052	0.879863499
FMO5	0.326000253	0.617244469
PRKAB2	-0.273411664	0.047267934
PDHA1	-0.150756468	0.005719173
MCCC2	-0.0934532	0.093330412
SELENOS	-0.082715739	0.432468596
CHSY1	-0.102209719	0.494031872
SNRPA1	-0.060259638	0.780636892
LLGL1	0.11806428	0.40390421
RHPN2	0.489984343	0.001777469
C19orf12	0.05356576	0.603587606
FAAP24	-0.216371067	0.14283986
ACTR10	-0.093738283	0.14284689
GCH1	-0.324245248	0.236634411
LGALS3	0.763440464	0.000738037
PODNL1	0.479926941	0.384156287
ZSWIM4	0.176495836	0.309493956
FBXW9	-0.176814892	0.293639229
BRME1	0.44227657	0.100880881
DCAF15	-0.259578468	0.012840179
RTBDN	0.550401662	0.236354794
MATN3	-0.579757094	0.023261206
TRIM21	0.277462098	0.11979006
SPATA6	-0.27348183	0.679575935
LRRC41	0.211420106	0.010693103
CCT6B	0.584828002	0.20762478
DHX30	0.039490621	0.695798978
SLC6A11	-0.453597352	0.861474158
NUP210	0.064215428	0.739327409
HSD17B7	0.111408026	0.605779935
ENOSF1	-0.857893551	0.000381478
EMILIN2	-0.185774053	0.602544099
SLX1A	-1.092328091	0.781526644
ARFIP2	0.134566863	0.037423395
CNGA4	0.776627066	0.57030307
RRP8	-0.096270998	0.415459545
TIMM10B	0.000742239	0.993990165
EFR3A	-1.088911604	0.000125702
PTCD3	0.00890482	0.911295874
IMMT	-0.150390345	0.016534267
MRPL35	-0.35885451	0.000205802
IQCA1	1.27711547	0.745948763
ILKAP	-0.182453463	0.025320071
RAMP1	0.043148789	0.96961435
SCLY	-0.122818366	0.314307401
PTPRE	0.16393097	0.429870247
PRKAA1	-0.72329812	6.93E-05
CARD6	-0.720749122	0.012945997
RAP1GAP2	0.078213052	0.610746403
CLUH	0.041907203	0.729814241
INPP5K	0.080100421	0.523430965
RPA1	-0.29010937	0.011550715
SERPINF1	0.183585613	0.547294767
UBE2G1	-0.122443028	0.278471449
EEFSEC	0.358207013	0.001875241
TBC1D14	-0.01035293	0.941124214
TMEM128	-0.659514145	0.00161197
COQ3	-0.154995318	0.382911812
PNISR	-0.009911332	0.908253002
POPDC3	-0.401799844	0.48500442
SEC61G	-0.326915442	0.017584418
FIGNL1	-0.389894967	0.001873262
DDC	-1.47966501	0.292922285
GRSF1	-0.221642691	0.004886798
ENAM	-1.008647832	0.432939067
ANKRD17	0.061560966	0.339435594
UTP3	-0.21195831	0.116252169
ITGB4	-0.035355996	0.878345178
H3-3B	-0.427615103	0.00047313
UNK	-0.139570539	0.305878757
TRIM47	0.145504601	0.066660157
ZRANB2	0.056798556	0.460967897
EIF5A	-0.285402938	0.097230695
SLC52A1	1.6601539	0.066627568
XAF1	0.71000632	0.207158401
DLG4	0.458484854	0.633189851
RIDA	-0.001658365	0.991207309
VPS13B	0.096530656	0.289996798
MATN2	1.231247252	0.000756754
REEP2	0.390447727	0.167520142
SDF2	0.193812629	0.107596125
FLOT2	0.164933137	0.088702403
ERAL1	-0.0893715	0.199669769
NIP7	-0.571563081	0.000154066
VPS4A	0.119475512	0.068897955
MTSS2	0.054131197	0.763723668
ANKEF1	-0.240500107	0.068631882
PCED1A	0.484681813	0.000160277
SNAP25	0.096415609	0.931905642
BTBD3	0.427242925	0.003589231
PCNA	-0.451052264	0.007617743
NXT1	-0.229283276	0.022843677
RIN2	0.262702457	0.087435624
PTPRA	0.136775888	0.115426398
DAP3	0.633124011	0.000109064
KHDC4	-0.103203757	0.271494757
NES	-0.424375559	0.057121089
BCAN	-0.483978482	0.59124333
ARHGEF11	0.159200731	0.085859228
RAB25	-0.735788393	0.503934586
DCAF8	0.204219639	0.035211568
SYT11	-0.122745697	0.815736154
IGHMBP2	-0.069921746	0.395480378
ACY3	0.856167124	0.343259305
ALDH3B2	1.565328585	0.017317486
TESMIN	-0.088651434	0.639327012
MMACHC	0.074902774	0.462988245
DPH2	-0.226945497	0.014565234
TOE1	-0.251935387	0.030073921
NASP	-0.466040264	0.00036556
MUTYH	-0.294212724	0.050674261
CTNNBL1	-0.115910115	0.14654406
ZSWIM3	-0.000896046	0.996509611
RBM38	1.034936947	5.41E-05
VSTM2L	1.219057439	0.001347099
OSER1	0.354916335	0.002908462
SERINC3	0.047432421	0.62996035
PPP1R3D	0.134283169	0.321421505
AP3B1	0.13870565	0.025301934
PATJ	0.055298609	0.55277212
KANK4	0.905076289	0.167290442
SYT4	-1.259364985	0.257787974
FBXO44	0.705396606	0.000230405
CPLANE2	-0.128909148	0.558430703
CASP9	0.232503608	0.037730607
DCTN4	-0.081352237	0.103290812
PDE6A	-0.322236578	0.861445054
ATP8A2	-0.86687598	0.707725409
MTUS2	-1.624822105	0.226204659
USPL1	0.153720783	0.063889728
XPO4	0.10670118	0.262753641
POMP	-0.219066514	0.214236438
ALOX5AP	0.340201748	0.866435886
WASF3	-0.652288591	0.090928826
CHRM3	-0.440417808	0.517387393
MYH10	0.013937512	0.913111792
PEMT	0.071353474	0.646305593
SCO1	-0.091555442	0.159832191
MPRIP	0.03469174	0.835937656
MYBPH	-0.956743201	0.361866051
PIK3C2B	0.339034286	0.002827952
DSTYK	-0.030091169	0.837170242
SLC41A1	1.554066381	3.06E-05
LGR6	-0.096057683	0.929365353
TMCC2	0.137927091	0.787883526
DCLK1	-0.888634982	0.337170236
COG6	0.001848497	0.988007449
SPART	-0.071836943	0.944000328
EPSTI1	0.362133745	0.676079793
TRPC4	0.671499958	0.415415977
POSTN	-0.356746749	0.685232723
TPT1	-0.065288486	0.397696825
GPALPP1	-0.137542926	0.218059577
KL	0.605611612	0.517743195
RFC3	-0.588676258	0.000370494
STARD13	-0.111304228	0.594019682
IRS4	-0.967447897	0.881385299
MORC4	-0.553124412	0.004792559
